Symbol,Company_Name,StartDate,EndDate,AdjEndDate,Total_Return,Price,MarketCap,EnterpriseValue,Sales,EBIT,OCF,FCF,Capex,EBIT_ROIC,OCF_ROIC,FCF_ROIC,Sales_Capital,CurrentAssets,Cash,AccountsPayable,NetFixedAssets,TangibleCapital,ROA,ROE,EBITMargin,NetMargin,NetIncome,TotalAssets,ShareHoldersEquity,NetEquityChange,BuyBackYield,EBIT_EV,OCF_EV,FCF_EV,EBIT1year,EBITGrowth1year,EBIT3year,EBITGrowth3year,EBIT5year,EBITGrowth5year,Sales1year,SalesGrowth1year,Sales3year,SalesGrowth3year,Sales5year,SalesGrowth5year,OCF1year,OCFGrowth1year,OCF3year,OCFGrowth3year,OCF5year,OCFGrowth5year,SharesOutstanding,SharesOutstanding1year,NetRepurchase1year,DividendsPerShare,DividendYield,ShareholderYield1,ShareholderYield2,Sector,Cash,Investments,Cash+LT,ST_Debt,LT_Debt,Net_Cash,R_D
FSLR-US,"First Solar, Inc.",12/31/2021,12/31/2021,12/31/2021,0,87.16,9267.462,7810.021,2625.29,357.763,389.41,-45.34,434.75,0.081607087,0.088825887,-0.010342225,0.59883853,3086.5605,1744.0355,171.95075,3213.3955,4383.96975,0.063062729,0.07937583,0.136275611,0.172562269,453.026,7183.736,5707.3545,0,0,0.045808199,0.049860301,-0.005805362,540.609,-0.338222264,88.496,3.042702495,484.491,-0.261569358,3501.27,-0.250189217,1891.938,0.387619467,3413.218,-0.230846081,632.495,-0.384327149,293.368,0.327377219,-284.954,-2.366571447,106.327,105.974984,-0.003310692,0,0,-0.003310692,0,Information Technology,1744.0355,280.7585,2024.794,35.53275,431.95575,1557.3055,91.904
CONE-US,CyrusOne Inc.,12/31/2021,12/31/2021,12/31/2021,0,89.72,11605.192,14980.692,1155.7,76.2,483.5,483.5,0,#N/A,#N/A,#N/A,#N/A,#N/A,347.6,#N/A,200.4,#N/A,0.007227923,0.0192946,0.065934066,0.044388682,51.3,7097.475,2658.775,-407.7,-0.035130828,0.005086547,0.032274878,0.032274878,165.6,-0.539855072,221.7,-0.656292287,75.4,0.01061008,1019,0.134151129,780.6,0.480527799,505,1.288514851,430.4,0.123373606,299.6,0.613818425,178.8,1.704138702,129.349,120.422556,-0.069010537,2.08,0.023183237,-0.045827301,-0.011947591,Real Estate,347.6,37.575,385.175,3.075,3767.475,-3385.375,#N/A
XRAY-US,"DENTSPLY SIRONA, Inc.",12/31/2021,12/31/2021,12/31/2021,0,55.79,12196.084,14133.084,4245.3,663.4,698.5,570.5,128,0.317340349,0.334130591,0.27290122,2.030758192,1769,342.25,286.25,950,2090.5,0.044958945,0.083125933,0.15626693,0.098344051,417.5,9286.25,5022.5,38,0.003115754,0.046939507,0.049423042,0.040366278,249.5,1.658917836,438.6,0.5125399,463.3,0.431901576,3371.2,0.259284528,4017.6,0.056675627,3419.9,0.241352086,670.8,0.041293977,526.5,0.32668566,467.4,0.494437313,218.607,218.5,-0.000489463,0.44,0.007886718,0.007397255,0.011002472,Health Care,342.25,5.25,347.5,282.75,2076.25,-2011.5,112
EWBC-US,"East West Bancorp, Inc.",12/31/2021,12/31/2021,12/31/2021,0,78.68,11165.242,11378.411,1788.738,#N/A,1022.885,1022.489,0.396,#N/A,#N/A,#N/A,#N/A,7990.07375,#N/A,#N/A,198.4885,#N/A,0.014251328,0.150380111,#N/A,0.458015092,819.269,57487.20375,5447.98775,-2.336,-0.000209221,#N/A,0.089896999,0.089862196,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1830.967,-0.023063769,1710.046,0.046017476,1293.1,0.383294409,788.669,0.296976298,730.374,0.400494815,460.535,1.221079831,141.907,141.50743,-0.002815717,1.32,0.016776817,0.0139611,0.016567597,Financials,#N/A,6242.5845,#N/A,114.44875,898.95475,#N/A,#N/A
JKHY-US,"Jack Henry & Associates, Inc.",12/31/2021,12/31/2021,12/31/2021,0,166.99,12364.107,12443.07,1794.48,414.726,454.201,287.202,166.999,0.734235428,0.683951127,0.432478421,2.702188277,443.8844,71.4744,13.1834,304.8574,664.084,0.140796603,0.231211962,0.271718827,0.179643685,322.367,2289.5936,1394.2488,354.454,0.028667982,0.039185989,0.036502326,0.023081281,384.489,0.268161118,403.479,0.208474295,353.058,0.381059203,1710.862,0.048874778,1569.212,0.143554854,1378.056,0.302182204,501.957,-0.095139624,420.154,0.081034573,371.791,0.221656791,74.041,76.304059,0.030564944,1.84,0.011018624,0.041583568,0.039686606,Information Technology,71.4744,5.3,76.7744,11.6042,136.1486,-70.9784,109.743
WRB-US,W. R. Berkley Corporation,12/31/2021,12/31/2021,12/31/2021,0,82.39,14553.369,15973.364,9189.709,#N/A,2297.161,2236.479,60.682,#N/A,#N/A,#N/A,#N/A,6599.811,#N/A,495.58875,574.86925,#N/A,0.038841379,0.160327563,#N/A,0.11319292,1040.21,26780.97525,6488.02975,156.924,0.010782658,#N/A,0.143811973,0.140013024,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7762.529,0.18385503,7675.021,0.197352945,7493.908,0.226290608,1623.589,0.414866078,530.438,3.330687093,979.837,1.344431778,176.64,178.217537,0.008930803,0.52,0.006311446,0.015242248,0.017094104,Financials,#N/A,412.72575,#N/A,33.355,3220.02475,#N/A,#N/A
TTC-US,Toro Company,12/31/2021,12/31/2021,12/31/2021,0,99.91,10439.196,10794.861,3969.04,538.308,555.469,451.457,104.012,0.465816072,0.480666065,0.390660972,3.434544209,1512.802,467.99275,425.157,535.97125,1155.6235,0.139232212,0.341748292,0.135626751,0.103269304,409.88,2943.859,1199.36225,289.174,0.027700792,0.049867062,0.0514568,0.041821474,424.824,0.2671318,374.89,0.4359092,334.517,0.609209696,3370.558,0.177561697,2621.074,0.514280024,2390.366,0.660431917,539.374,0.029840148,364.805,0.522646345,371.79,0.494039646,104.486,107.58267,0.029637176,1.2,0.01201081,0.041647986,0.039711602,Industrials,467.99275,22.04825,490.041,68.711,700.494,-279.164,#N/A
LII-US,Lennox International Inc.,12/31/2021,12/31/2021,12/31/2021,0,324.36,11870.505,13284.805,4143.4,620.8,936,844.9,91.1,0.449586298,0.67785563,0.611880579,3.000669889,1167.775,65.15,379.925,658.125,1380.825,0.231401465,-2.714974514,0.149828643,0.118912005,492.7,2129.2,-181.475,596.7,0.050267449,0.04673008,0.070456435,0.063598976,451.5,0.374972315,507.5,0.223251232,439,0.414123007,3605.1,0.149316246,3932.2,0.053710391,3578.5,0.157859438,708.6,0.320914479,427.4,1.189985962,331.2,1.826086957,36.5967,38.28639,0.046170556,3.68,0.011345419,0.057515975,0.061612867,Industrials,65.15,9.25,74.4,240.025,1118.15,-1283.775,#N/A
DKNG-US,DraftKings Inc Class A,12/31/2021,12/31/2021,12/31/2021,0,27.47,11167.297,10094.23,1144.923,-1424.565,-312.347,-375.205,62.858,-4.794529538,-1.051238039,-1.262793523,3.853363758,2861.9555,2419.18775,258.62875,112.984,297.123,-0.447598313,-0.82406217,-1.244245246,-1.616582949,-1850.863,4135.09825,2246.0235,-801.342,-0.07175792,-0.141126663,-0.030943123,-0.037170245,-485.64335,1.933356341,#N/A,#N/A,#N/A,#N/A,203.767,4.618785181,#N/A,#N/A,#N/A,#N/A,-128.621959,1.428411155,#N/A,#N/A,#N/A,#N/A,406.527,357.347,-0.120975975,0,0,-0.120975975,-0.07175792,#N/A,2419.18775,3.8815,2423.06925,13.15125,1000.6355,1409.2825,250.15
SITE-US,"SiteOne Landscape Supply, Inc.",12/31/2021,12/31/2021,12/31/2021,0,242.28,10830.062,11310.861,3345.6,295.3,208.1,168.5,39.6,0.265515769,0.187110841,0.151504934,3.008159687,1081.85,88.375,275.525,394.225,1112.175,0.113583841,0.24990168,0.088265184,0.066475371,222.4,1958.025,889.95,-8,-0.000738685,0.02610765,0.018398246,0.014897186,155.8,0.895378691,98.8,1.988866397,78.7,2.752223634,2564.4,0.304632663,2053.4,0.62929775,1626.2,1.057311524,247.1,-0.157830838,72.6,1.866391185,#N/A,#N/A,44.7006,44.212951,-0.010909227,0,0,-0.010909227,-0.000738685,#N/A,88.375,0.375,88.75,70.8,552.075,-534.125,#N/A
AOS-US,A. O. Smith Corporation,12/31/2021,12/31/2021,12/31/2021,0,85.85,13664.064,13128.364,3377.9,586.9,608.5,543.1,65.4,0.617805732,0.640543172,0.571699255,3.555777784,1625,655.55,601.15,581.675,949.975,0.147154875,0.252358268,0.173747003,0.138399597,467.5,3176.925,1852.525,189.3,0.013853858,0.044704732,0.046350025,0.041368445,408.6,0.436368086,546.5,0.073924977,452.9,0.295871053,2811.7,0.201372835,3144,0.074395674,2627.2,0.285741474,506.6,0.201144887,465.4,0.307477439,376.7,0.615343775,159.162075,161.467766,0.014486435,1.12,0.01304601,0.027532445,0.026899868,Industrials,655.55,0,655.55,18.625,135.175,501.75,#N/A
GLOB-US,Globant SA,12/31/2021,12/31/2021,12/31/2021,0,314.09,13038.535,12678.409,1149.897,163.861,#N/A,#N/A,#N/A,0.339225124,#N/A,#N/A,2.380517343,672.945,360.59175,37.89775,208.5895,483.045,0.056994852,0.080074529,0.142500589,0.074598855,85.781,1505.06575,1071.2645,#N/A,#N/A,0.012924413,#N/A,#N/A,96.96,0.689985561,63.997,1.560448146,45.691,2.58628614,765.809,0.501545425,497.605,1.310863034,307.165,2.743580812,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,41.5121,39.55989,-0.047027493,0,0,-0.047027493,#N/A,#N/A,360.59175,23.31575,383.9075,15.622,89.923,278.3625,#N/A
ESTC-US,Elastic NV,12/31/2021,12/31/2021,12/31/2021,0,123.09,11399.845,11113.092,733.8,-137.479,29.866,23.829,6.037,-0.705514373,0.153266261,0.1222856,3.765712922,840.712,667.969,12.087,34.2075,194.8635,-0.13141926,-0.359377992,-0.18735214,-0.221841101,-162.787,1238.6845,452.96875,-52.859,-0.004636817,-0.012370905,0.002687461,0.002144228,-133.242,0.031799283,-76.231,0.803452664,#N/A,#N/A,510.568,0.437222858,211.472,2.469962927,#N/A,#N/A,-17.043,-2.752391011,#N/A,#N/A,#N/A,#N/A,92.6139,87.204991,-0.058402778,0,0,-0.058402778,-0.004636817,#N/A,667.969,0,667.969,8.8705,302.583,356.5155,229
BWA-US,BorgWarner Inc.,12/31/2021,12/31/2021,12/31/2021,0,45.07,10806.479,14219.479,15109,1558,1140,463,677,0.213198317,0.155998768,0.063357395,2.067531046,6437,1620.75,2211.5,4703,7307.75,0.046883129,0.117439632,0.103117347,0.050698259,766,16338.5,6522.5,216,0.019988009,0.109568009,0.080171714,0.032560968,874,0.782608696,1299.2,0.199199507,1099.4,0.41713662,8799,0.717126946,10544.8,0.432838935,8934,0.691179763,992,0.149193548,1112.7,0.024534915,990.8,0.150585386,239.771,244.518666,0.019800835,0.68,0.015087641,0.034888476,0.03507565,Consumer Discretionary,1620.75,559.75,2180.5,89.75,4189.25,-2098.5,712
CUBE-US,CubeSmart,12/31/2021,12/31/2021,12/31/2021,0,56.91,12452.534,15071.904,779.439,287.476,442.947,407.13,35.817,#N/A,#N/A,#N/A,#N/A,#N/A,19.6295,#N/A,54.83975,#N/A,0.045789567,0.117130907,0.368824244,0.281102177,219.102,4784.9765,1870.57375,-329.121,-0.026430042,0.019073635,0.029388921,0.027012513,242.663,0.184671746,230.125,0.24921673,164.143,0.751375325,665.896,0.170511611,587.544,0.326605327,492.485,0.582665462,345.896,0.280578555,319.628,0.385820391,261.731,0.692374996,218.811,193.748023,-0.114541668,1.72,0.030223159,-0.084318509,0.003793117,#N/A,19.6295,102.38075,122.01025,12.468,2368.52425,-2258.982,#N/A
RE-US,"Everest Re Group, Ltd.",12/31/2021,12/31/2021,12/31/2021,0,273.92,10783.957,11626.464,11507.285,#N/A,3789.47,3789.47,0,#N/A,#N/A,#N/A,#N/A,6593.3765,#N/A,390.483,37.28125,#N/A,0.031127466,0.100242681,#N/A,0.086686564,997.527,32046.521,9951.1205,212.169,0.019674504,#N/A,0.325934867,0.325934867,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,9050.801,0.271410674,7449.72,0.544660068,5770.37,0.994202278,2835.032,0.336658634,5747.144,-0.340634235,4887.575,-0.224672767,39.369,39.966516,0.015177322,6.2,0.022634346,0.037811668,0.042308849,Financials,#N/A,503.14525,#N/A,4.634,1947.35875,#N/A,#N/A
JNPR-US,"Juniper Networks, Inc.",12/31/2021,12/31/2021,12/31/2021,0,35.71,11612.213,12108.913,4658.1,427.6,699.5,597.5,102,0.211392765,0.345812065,0.295386289,2.302826563,2814.3,1446.65,262.825,917.95,2022.775,0.016952682,0.034038129,0.091797085,0.032330779,150.6,8883.55,4424.45,313.2,0.026971603,0.035312831,0.057767365,0.049343818,448.2,-0.045961624,616.6,-0.306519624,889.5,-0.519280495,4430.6,0.051347447,4706,-0.010178496,4924.1,-0.054020024,581.9,0.20209658,862.9,-0.189361456,889.2,-0.213337832,325.181,329.3,0.012666792,0.8,0.022402688,0.03506948,0.049374291,Information Technology,1446.65,654.975,2101.625,117.65,1855.125,128.85,994.8
WTRG-US,"Essential Utilities, Inc.",12/31/2021,12/31/2021,12/31/2021,0,53.69,13194.693,18943.758,1816.455,595.969,649.221,-308.125,957.346,0.060057249,0.065423583,-0.031050508,0.1830486,346.39125,10.25325,157.2225,9744.43275,9923.34825,0.029845702,0.085886275,0.328094558,0.230015607,417.813,13999.101,4864.72375,-316.896,-0.024016929,0.031459914,0.034270972,-0.016265252,438.949,0.357718095,336.754,0.769745868,328.238,0.815661197,1214.742,0.495342221,835.656,1.173687498,820.143,1.214802784,531.149,0.222295439,389.986,0.66472899,376.671,0.723575746,245.757,245.27098,-0.001977645,1.0728,0.019981375,0.01800373,-0.004035554,Utilities,10.25325,1.273,11.52625,157.74325,5628.472,-5774.689,#N/A
LEA-US,Lear Corporation,12/31/2021,12/31/2021,12/31/2021,0,182.95,10906.856,12876.356,19624.1,928.7,904,331.5,572.5,0.160716449,0.156441983,0.057367829,3.396054339,6816.45,1302.4,3007.7,3272.15,5778.5,0.041865984,0.120090827,0.047324463,0.028230594,554,13232.7,4613.175,99.3,0.009104365,0.072124443,0.070206198,0.025744861,481.3,0.929565759,1759.8,-0.472269576,1548.5,-0.400258314,16620.7,0.180702377,21573.2,-0.09034821,18642.3,0.052665175,747.3,0.209688211,1620.4,-0.442113059,1679,-0.461584276,59.6166,59.985314,0.006184754,1.77,0.009674775,0.015859528,0.01877914,Consumer Discretionary,1302.4,63.15,1365.55,182.025,2712.325,-1528.8,#N/A
ZION-US,"Zions Bancorporation, N.A.",12/31/2021,12/31/2021,12/31/2021,0,63.16,9882.203,11547.203,2927,#N/A,735,534,201,#N/A,#N/A,#N/A,#N/A,10971.25,#N/A,#N/A,1445.25,#N/A,0.016696189,0.18061089,#N/A,0.487871541,1428,85528.5,7906.5,581,0.058792559,#N/A,0.063651778,0.046244965,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3009,-0.027251579,2939,-0.004083021,2432.867,0.20310728,829,-0.113389626,1076,-0.316914498,664.373,0.106306247,156.463,164.009,0.048228655,1.52,0.024065864,0.072294519,0.082858423,Financials,#N/A,7921.5,#N/A,981,1471.5,#N/A,#N/A
HRC-US,"Hill-Rom Holdings, Inc.",12/31/2021,12/31/2021,12/10/2021,0.15388727,155.96,10301.159,12163.559,3018.7,498.2,476.1,384,92.1,0.438556338,0.419102113,0.338028169,2.657306338,1314.175,277.15,215.45,314.425,1136,0.052835805,0.136099131,0.16503793,0.082320204,248.5,4703.25,1825.875,120.2,0.01166859,0.040958407,0.039141505,0.031569708,415.6,0.198748797,385.6,0.292012448,284.4,0.751758087,2881,0.047795904,2848,0.059936798,2655.2,0.136901175,481.7,-0.011625493,395.2,0.204706478,281.2,0.693100996,66.05,66.640832,0.008945223,0.96,0.006155424,0.015100648,0.017824014,#N/A,277.15,42.6,319.75,205.35,1658.45,-1544.05,144.9
HSIC-US,"Henry Schein, Inc.",12/31/2021,12/31/2021,12/31/2021,0,77.53,10751.395,13014.575,12236.224,840.035,782.789,723.053,59.736,0.260084189,0.24236019,0.22386526,3.788471196,3754.16225,213.021,969.054,657.77075,3229.858,0.076895013,0.182491232,0.068651489,0.050426504,617.03,8024.3175,3381.14875,251.503,0.023392592,0.064545711,0.060147104,0.055557173,577.091,0.455636979,895.5,-0.061937465,800.505,0.049381328,9622.357,0.27164519,13144.847,-0.069123893,11301.652,0.082693397,541.622,0.445268102,628.768,0.244956804,649.264,0.205655943,138.674,142.456318,0.027274889,0,0,0.027274889,0.023392592,Health Care,213.021,42.3455,255.3665,199.614,858.749,-802.9965,#N/A
CROX-US,"Crocs, Inc.",12/31/2021,12/31/2021,12/31/2021,0,128.22,7545.4136,7996.4775,2138.296,587.407,517.195,472.597,44.598,1.057909213,0.931458692,0.851138513,3.851031805,704.6475,258.00525,138.74575,247.35625,555.25275,0.527400329,2.27081453,0.274707992,0.352697194,754.171,1429.97825,332.11475,631.673,0.083716153,0.07345822,0.064677853,0.059100648,162.249,2.62040444,58.484,9.043892347,-21.208,-28.6974255,1237.424,0.728022085,1071.328,0.995930285,1057.534,1.021964306,235.187,1.199079881,103.719,3.986501991,32.112,15.10597285,58.8474,67.49,0.146864602,0,0,0.146864602,0.083716153,Consumer Discretionary,258.00525,3.35525,261.3605,46.592,556.5215,-341.753,#N/A
RH-US,RH,12/31/2021,12/31/2021,12/31/2021,0,535.94,11505.936,12844.998,3668.515,898.277,768.493,575.348,193.145,0.379612555,0.324765737,0.24314251,1.550317278,1468.87825,709.23625,225.25225,1831.90975,2366.2995,0.17884647,0.940868143,0.244861204,0.183096975,671.694,3755.70175,713.90875,-32.336,-0.002810375,0.069932047,0.059828191,0.044791599,407.039,1.206857328,272.609,2.295111313,114.059,6.875546866,2701.166,0.358122751,2505.057,0.464443723,2195.373,0.67102128,527.381,0.457187498,289.583,1.653791832,130.392,4.893712804,21.4687,19.844455,-0.075656421,0,0,-0.075656421,-0.002810375,Consumer Discretionary,709.23625,100.43175,809.668,203.5005,1961.24975,-1355.08225,#N/A
APA-US,APA Corp.,12/31/2021,12/31/2021,12/31/2021,0,26.89,9768.4375,18466.438,6905,1964,2909,1914,995,0.201399749,0.298305432,0.196272464,0.708078037,2329.25,606.5,564.5,8593.5,9751.75,0.045621027,-0.485068604,0.284431571,0.087038378,601,13173.75,-1239,-1,-0.000102371,0.106355108,0.157529026,0.103647493,-285,-7.89122807,2134,-0.079662605,-423,-5.643026005,4841,0.42635819,7280,-0.051510989,5106,0.352330591,1668,0.744004796,3402,-0.144914756,1896,0.5342827,363.274,377.460243,0.039051083,0.5,0.018594273,0.057645356,0.018491902,Energy,606.5,1553.5,2160,211.25,8310.25,-6361.5,#N/A
GLPI-US,"Gaming and Leisure Properties, Inc.",12/31/2021,12/31/2021,12/31/2021,0,48.66,11598.159,17123.273,1218.177,834.848,733.53,728.29,5.24,#N/A,#N/A,#N/A,#N/A,#N/A,394.50225,#N/A,168.381,#N/A,0.064040272,0.214024765,0.685325696,0.478812192,583.278,9107.9875,2725.28275,-573.772,-0.049470955,0.048755165,0.042838189,0.042532172,768.104,0.086894483,628.225,0.328899678,396.213,1.107068673,1141.988,0.066716113,993.107,0.226632176,718.145,0.696282784,477.147,0.537324975,627.825,0.168366981,455.496,0.610398335,238.351,220.697128,-0.0740667,2.68,0.055076038,-0.018990662,0.005605083,#N/A,394.50225,0,394.50225,0,5927.58425,-5533.082,#N/A
RS-US,Reliance Steel & Aluminum Co.,12/31/2021,12/31/2021,12/31/2021,0,162.22,10163.8125,11379.713,12238.7,1569.9,635.8,419.6,216.2,0.339805195,0.137619048,0.090822511,2.649069264,3731.525,702.45,403.325,1994.25,4620,0.128743735,0.204331544,0.128273428,0.091619208,1121.3,8709.55,5487.65,192.1,0.018900388,0.137956028,0.055871356,0.036872635,765,1.052156863,968.6,0.620792897,578.1,1.715620135,9125.6,0.341139213,11096.9,0.102893601,8578,0.426754488,1290.2,-0.507208185,434,0.464976959,696.3,-0.086887836,62.6545,63.756,0.017580541,2.75,0.016952287,0.034532828,0.035852675,Materials,702.45,0,702.45,55.625,1794.8,-1147.975,#N/A
AZPN-US,"Aspen Technology, Inc.",12/31/2021,12/31/2021,12/31/2021,0,152.2,10185.026,10262.182,730.425,371.42,285.113,283.299,1.814,0.966716046,0.704641425,0.700158222,1.805206052,652.8046,282.0738,3.796,37.6866,404.6214,0.241669822,0.456979863,0.535515624,0.446987713,326.491,1350.9796,714.4538,172.781,0.016964218,0.038116065,0.027782883,0.027606117,236.252,0.655664291,193.318,1.023370819,215.882,0.811887976,571.061,0.27906651,490.902,0.48792427,472.098,0.547189355,273.957,0.040721719,200.497,0.422031252,161.548,0.764881026,66.9187,67.7579,0.01254059,0,0,0.01254059,0.016964218,Information Technology,282.0738,0.0844,282.1582,26.7242,303.608,-48.174,98.556
SYNH-US,"Syneos Health, Inc. Class A",12/31/2021,12/31/2021,12/31/2021,0,102.68,10647.095,13728.7295,4979.605,404.654,378.625,337.191,41.434,0.222691528,0.208367098,0.1855649,2.740405001,1731.22125,230.133,111.421,427.43825,1817.1055,0.031097343,0.076933119,0.081262269,0.050357006,250.758,8063.647,3259.4285,97.825,0.009187952,0.029474978,0.027579027,0.024560976,336.26,0.203396182,235.608,0.717488371,165.326,1.447612596,4488.712,0.109361661,4321.327,0.152332374,1607.41,2.097905948,471.715,-0.197343735,279.512,0.354593005,158.742,1.385159567,103.692,103.994,0.002912472,0,0,0.002912472,0.009187952,Health Care,230.133,1.393,231.526,60.5695,3126.4825,-2955.526,#N/A
CTXS-US,"Citrix Systems, Inc.",12/31/2021,12/31/2021,12/31/2021,0,94.59,11797.548,14857.492,3175.978,412.86,632.821,546.92,85.901,0.348863591,0.534728979,0.462143281,2.683677492,1476.95125,586.46525,118.89875,411.85525,1183.4425,0.051173398,1.201387302,0.129994603,0.099714797,316.692,6188.606,263.60525,88.347,0.00748859,0.027788001,0.04259272,0.036811058,683.29,-0.395776318,750.173,-0.449646948,735.794,-0.438891864,3236.867,-0.018811091,2949.89,0.076642858,3414.672,-0.069902468,1021.824,-0.380694718,1082.694,-0.415512601,1138.518,-0.444171282,124.723,122.989,-0.013902809,1.48,0.015646474,0.001743666,0.023135064,Information Technology,586.46525,53.959,640.42425,12.08975,3193.442,-2565.1075,568.665
CLF-US,Cleveland-Cliffs Inc,12/31/2021,12/31/2021,12/31/2021,0,21.77,10886.981,16488.98,17248.4,3064.4,1440.2,821.1,619.1,0.22935409,0.107791333,0.061454981,1.290951276,6219.75,84.25,1702.75,8928.25,13361,0.123556549,0.62267148,0.177662856,0.124997101,2156,17449.5,3462.5,-322,-0.029576611,0.185845334,0.087343183,0.049796895,-78.2,-40.18670077,498.9,5.142313089,153.2,19.00261097,3625.4,3.757654328,2256,6.645567376,1842.1,8.363443896,121.2,10.88283828,320.1,3.499218994,154.3,8.333765392,500.091,399.229917,-0.201685459,0,0,-0.201685459,-0.029576611,Materials,84.25,113.25,197.5,36,5574.25,-5412.75,#N/A
LSCC-US,Lattice Semiconductor Corporation,12/31/2021,12/31/2021,12/31/2021,0,77.06,10552.597,10559.186,480.705,88.617,143.576,122.687,20.889,0.466142138,0.755236847,0.645356766,2.528598988,342.23775,184.1965,31.42925,63.49525,190.10725,0.120575176,0.212942313,0.184347989,0.173451493,83.379,691.5105,391.55675,61.917,0.005867466,0.008392408,0.01359726,0.011618983,54.648,0.621596399,24.68,2.590640194,-20.427,-5.338228815,401.184,0.198215781,398.088,0.207534515,410.14,0.172051007,115.174,0.246600795,23.328,5.154663923,17.059,7.416437071,136.94,136.078,-0.006294728,0,0,-0.006294728,0.005867466,Information Technology,184.1965,0,184.1965,21.04525,172.824,-9.67275,102.199
TW-US,"Tradeweb Markets, Inc. Class A",12/31/2021,12/31/2021,12/31/2021,0,100.14,20234.607,20096.53,1032.64,334.513,526.072,477.357,48.715,2.027704827,3.188870788,2.893576911,6.259514915,949.78675,777.087,65.66,57.9315,164.97125,0.040016532,0.051890596,0.323939611,0.225633328,232.998,5822.5435,4490.17775,-39.492,-0.001951706,0.016645311,0.026177255,0.023753205,246.104,0.359234307,150.154,1.227799459,#N/A,#N/A,856.891,0.205100765,593.355,0.740340943,#N/A,#N/A,449.008,0.171631686,#N/A,#N/A,#N/A,#N/A,202.063192,187.918774,-0.069999973,0.32,0.003195526,-0.066804447,0.00124382,#N/A,777.087,0,777.087,2.903,27.39875,746.78525,#N/A
ATH-US,Athene Holding Ltd. Class A,12/31/2021,12/31/2021,12/31/2021,0,83.33,16011.193,11953.193,28178,#N/A,10490,10490,0,#N/A,#N/A,#N/A,#N/A,10286,#N/A,#N/A,0,#N/A,0.018595659,0.202087945,#N/A,0.136879835,3857,207414,19085.75,-561,-0.035037989,#N/A,0.877589779,0.877589779,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,9562,1.946873039,9259,2.043309213,4187,5.729878194,1596,5.572681704,3063,2.42474698,1280,7.1953125,192.142,191.5,-0.003341279,0,0,-0.003341279,-0.035037989,#N/A,#N/A,18073.25,#N/A,0,2222.5,#N/A,#N/A
VMW-US,"VMware, Inc. Class A",12/31/2021,12/31/2021,12/31/2021,0,115.88,48712.01,47862.01,12614,2368,4544,4199,345,0.444215167,0.852412887,0.787694039,2.366271163,10435,7280,196.25,2372,5330.75,0.065853123,0.211218024,0.187727921,0.160535912,2025,30750.25,9587.25,1359,0.027898664,0.049475565,0.094939598,0.087731376,1757,0.34775185,2045,0.15794621,1398,0.693848355,11546,0.092499567,8691,0.451386492,6928,0.820727483,4175,0.088383234,3498,0.299028016,2405,0.889397089,420.366,420.522,0.000371105,0,0,0.000371105,0.027898664,#N/A,7280,188.75,7468.75,498.75,6976.25,-6.25,3007
LSI-US,"Life Storage, Inc.",12/31/2021,12/31/2021,12/31/2021,0,153.18,12564.007,14753.54,733.91,295.595,375.12,302.035,73.085,#N/A,#N/A,#N/A,#N/A,#N/A,59.7155,#N/A,15.075,#N/A,0.041444566,0.078707233,0.402767369,0.289626793,212.56,5128.7785,2700.64125,-944.791,-0.075198223,0.02003553,0.025425762,0.020472036,221.899,0.332115061,209.222,0.412829435,156,0.894839744,597.819,0.227645826,545.662,0.344990122,428.969,0.71086955,310.789,0.206992525,251.538,0.491305489,197.526,0.899091765,82.0212,72.29850911,-0.118538755,3.44,0.02245724,-0.096081515,-0.052740983,Real Estate,59.7155,149.8165,209.532,5.287,2239.39725,-2035.15225,#N/A
CABO-US,"Cable One, Inc.",12/31/2021,12/31/2021,12/31/2021,0,1763.45,10660.884,14043.624,1510.016,458.797,705.677,347,358.677,0.287139891,0.441650702,0.217171303,0.945049402,855.65375,762.67725,35.7085,1540.549,1597.817,0.056197721,0.204810837,0.303835853,0.220678456,333.228,5929.56425,1627.00375,0,0,0.032669416,0.050248924,0.024708722,370.063,0.239780794,274.526,0.671233326,195.284,1.349383462,1307.212,0.155142395,1060.157,0.424332434,816.342,0.849734548,555.536,0.270263313,410.184,0.720391337,245.258,1.877284329,6.04547,6.024029,-0.003546623,11,0.006237773,0.00269115,0.006237773,Communication Services,762.67725,752.8765,1515.55375,43.70575,3213.45075,-1741.60275,#N/A
