Symbol,Company_Name,StartDate,EndDate,AdjEndDate,Total_Return,Price,MarketCap,EnterpriseValue,Sales,EBIT,OCF,FCF,Capex,EBIT_ROIC,OCF_ROIC,FCF_ROIC,Sales_Capital,CurrentAssets,Cash,AccountsPayable,NetFixedAssets,TangibleCapital,ROA,ROE,EBITMargin,NetMargin,NetIncome,TotalAssets,ShareHoldersEquity,NetEquityChange,BuyBackYield,EBIT_EV,OCF_EV,FCF_EV,EBIT1year,EBITGrowth1year,EBIT3year,EBITGrowth3year,EBIT5year,EBITGrowth5year,Sales1year,SalesGrowth1year,Sales3year,SalesGrowth3year,Sales5year,SalesGrowth5year,OCF1year,OCFGrowth1year,OCF3year,OCFGrowth3year,OCF5year,OCFGrowth5year,SharesOutstanding,SharesOutstanding1year,NetRepurchase1year,DividendsPerShare,DividendYield,ShareholderYield1,ShareholderYield2,Sector,Cash,Investments,Cash+LT,ST_Debt,LT_Debt,Net_Cash,R_D
MPW-US,"Medical Properties Trust, Inc.",12/31/2020,12/31/2020,12/31/2020,0,21.79,11670.157,19682.27,1171.87,781.094,608.958,-3937.74,4546.698,#N/A,#N/A,#N/A,#N/A,#N/A,631.74,#N/A,17.3395,#N/A,0.029370196,0.063476732,0.666536391,0.383032248,448.864,15282.97575,7071.3155,-1320.221,-0.113127955,0.039685158,0.030939419,-0.200065338,526.663,0.483100199,415.162,0.881419783,205.983,2.792031381,778.337,0.505607468,653.067,0.794410068,392.438,1.986127745,477.342,0.275726837,316.34,0.925011064,186.883,2.258498633,535.574,459.778,-0.141522927,1.07,0.049105094,-0.092417833,-0.064022861,Real Estate,631.74,871.20925,1502.94925,1.55575,7691.64825,-6190.25475,#N/A
TXT-US,Textron Inc.,12/31/2020,12/31/2020,12/31/2020,0,48.33,11057.421,13384.421,12019,605,990,716,274,0.080334617,0.131456646,0.095073695,1.595936795,8195,2204.75,1200.75,2741.5,7531,0.017465006,0.04874552,0.050336966,0.022630835,272,15574,5580,63,0.005697531,0.045201806,0.073966591,0.05349503,1132,-0.465547703,1087,-0.443422263,1153,-0.475281873,13345,-0.099363057,14006,-0.141867771,13596,-0.115989997,634,0.561514196,1230,-0.195121951,1057,-0.063386944,228.79,228.235,-0.002425805,0.08,0.001655287,-0.000770519,0.007352818,Industrials,2204.75,0,2204.75,1069.75,3777.5,-2642.5,#N/A
UDR-US,"UDR, Inc.",12/31/2020,12/31/2020,12/31/2020,0,38.43,11316.864,17232.203,1301.934,205.229,649.534,473.304,176.23,#N/A,#N/A,#N/A,#N/A,#N/A,25.824,#N/A,202.99375,#N/A,0.014118717,0.040108375,0.157633951,0.104224177,135.693,9610.859,3383.15875,-43.511,-0.003844793,0.011909621,0.037693033,0.02746625,304.693,-0.326440056,186.748,0.098962238,158.887,0.291666404,1189.509,0.094513787,983.863,0.323287897,864.006,0.506857591,684.349,-0.050873166,641.373,0.012724265,510.684,0.271890249,294.479942,292.948423,-0.005200758,1.4225,0.037015353,0.031814594,0.03317056,Real Estate,25.824,605.2675,631.0915,317.18625,4699.548,-4385.64275,#N/A
VMW-US,"VMware, Inc. Class A",12/31/2020,12/31/2020,12/31/2020,0,140.26,58982.414,61626.414,11546,1757,4175,3857,318,0.338622639,0.804638314,0.743350893,2.225234485,7807.666667,4608.666667,206.3333333,2196,5188.666667,0.057459203,0.2132116,0.152173913,0.137536809,1588,27637,7448,709,0.012020532,0.028510502,0.067746924,0.062586799,2033,-0.135759961,1673,0.050209205,1201,0.462947544,9752,0.183962264,7644,0.510465725,6483,0.780965602,3794,0.100421719,2828,0.476308345,1826,1.286418401,420.522,409.725,-0.025675232,0,0,-0.025675232,0.012020532,#N/A,4608.666667,193.3333333,4802,2443,5146.333333,-2787.333333,2733
ATUS-US,"Altice USA, Inc. Class A",12/31/2020,12/31/2020,12/31/2020,0,37.87,21326.627,46364.06,9833.77,2060.447,2894.626,1841.711,1052.915,0.353402634,0.496478897,0.315885591,1.686663244,1617.34225,970.9115,837.87975,6021.75925,5830.31025,0.00309381,0.071395112,0.209527679,0.01078325,106.04,34274.88975,1485.25575,1808.976,0.084822415,0.044440608,0.062432539,0.039722815,1973.607,0.044000655,#N/A,#N/A,#N/A,#N/A,9741.25,0.009497754,#N/A,#N/A,#N/A,#N/A,2572.042,0.125419414,#N/A,#N/A,#N/A,#N/A,563.153625,636.827486,0.130823736,0,0,0.130823736,0.084822415,#N/A,970.9115,1931.79275,2902.70425,648.9505,24842.17575,-22588.422,#N/A
HWM-US,Howmet Aerospace Inc.,12/31/2020,12/31/2020,12/31/2020,0,28.54,12386.36,16281.36,8997,1111,364,-27,391,0.179483037,0.058804523,-0.004361874,1.453473344,5023,1749.75,1248.75,4165.5,6190,0.032411269,0.116523868,0.123485606,0.052906524,476,14686.25,4085,34,0.002744955,0.068237543,0.022356855,-0.001658338,1561,-0.288276746,1061,0.047125353,#N/A,#N/A,14263,-0.369207039,12651,-0.288830922,#N/A,#N/A,326,0.116564417,751,-0.515312916,#N/A,#N/A,434,434,0,0.04,0.001401542,0.001401542,0.004146497,Industrials,1749.75,0,1749.75,841,5159.75,-4251,39
ELS-US,"Equity LifeStyle Properties, Inc.",12/31/2020,12/31/2020,12/31/2020,0,63.36,11545.586,14020.265,1076.242,341.089,457.952,234.686,223.266,#N/A,#N/A,#N/A,#N/A,#N/A,89.998,#N/A,16,#N/A,0.051760782,0.176156427,0.316925933,0.203104878,218.59,4223.0815,1240.88575,-2.226,-0.000192801,0.024328285,0.032663577,0.016739056,372.441,-0.084179776,301.646,0.130759234,264.548,0.289327457,1022.908,0.052139586,909.122,0.183825713,808.996,0.330342795,445.252,0.028523173,384.275,0.191729881,347.887,0.316381469,182.222007,182.080186,-0.000778287,1.33375,0.021050347,0.02027206,0.020857546,#N/A,89.998,20.00025,109.99825,29.06225,2454.365,-2373.429,#N/A
MTN-US,"Vail Resorts, Inc.",12/31/2020,12/31/2020,12/31/2020,0,278.96,11238.143,13755.927,1827.72,226.93,297.604,147.723,149.881,0.086607793,0.113580513,0.056378456,0.697549007,605.3893333,345.2163333,82.87633333,2442.906333,2620.203,0.009881794,0.037130912,0.124160156,0.028200162,51.542,5215.854333,1388.115667,24.978,0.002222609,0.016496889,0.021634602,0.010738862,489.428,-0.536336295,392.671,-0.422086174,223.327,0.016133293,2319.341,-0.211965813,1949.803,-0.062612992,1446.229,0.26378326,666.489,-0.553475001,563.501,-0.471866066,346.14,-0.14022072,40.285859,40.311659,0.000640423,#N/A,#N/A,#N/A,#N/A,#N/A,345.2163333,100.1843333,445.4006667,99.36766667,2408.296333,-2062.263333,#N/A
WYNN-US,"Wynn Resorts, Limited",12/31/2020,12/31/2020,12/31/2020,0,112.83,12171.231,21113.844,3063.325,-818.445,-659.894,-1105.945,446.051,-0.08061372,-0.064997049,-0.108931377,0.301725863,3594.38975,3146.3775,204.7305,9909.3945,10152.67625,-0.131167423,-2.152717343,-0.267175373,-0.610671411,-1870.685,14261.811,868.98775,16.132,0.001325421,-0.038763429,-0.031254091,-0.052380088,1027.207,-1.796767351,916.706,-1.892810781,787.034,-2.039910601,6645.226,-0.539018688,5917.705,-0.482345774,4266.956,-0.282081887,1243.485,-1.53068111,1567.208,-1.421063445,469.697,-2.404935522,107.872298,107.362682,-0.004724253,#N/A,#N/A,#N/A,#N/A,Consumer Discretionary,3146.3775,5.2535,3151.631,275.8995,11716.62125,-8840.88975,#N/A
FNF-US,"Fidelity National Financial, Inc. - FNF Group",12/31/2020,12/31/2020,12/31/2020,0,39.09,11478.759,11742.759,9381,#N/A,1597,1495,102,#N/A,#N/A,#N/A,#N/A,3305.5,#N/A,1303.25,979.5,#N/A,0.035151009,0.164744097,#N/A,0.105425861,989,28135.75,6003.25,156,0.013590319,#N/A,0.135998704,0.1273125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7800,0.202692308,9611,-0.023930912,8934,0.05003358,1022,0.562622309,1123,0.422083704,1113,0.434860737,293.649504,275.079241,-0.063239552,1.32,0.033768227,-0.029471325,0.047358546,#N/A,#N/A,722.5,#N/A,0,2128,#N/A,#N/A
CNP-US,"CenterPoint Energy, Inc.",12/31/2020,12/31/2020,12/31/2020,0,21.64,11789.902,26522.902,8534,1235,2079,-494,2573,0.05419519,0.091232227,-0.021678076,0.374495348,3324.25,1002.25,801.25,21267.25,22788,-0.018850113,-0.078980971,0.144715257,-0.074291071,-634,33633.75,8027.25,-1395,-0.118321594,0.046563532,0.078385088,-0.018625413,976,0.265368852,928,0.330818966,914,0.351203501,11908,-0.283338932,8915,-0.04273696,7957,0.072514767,1543,0.347375243,1804,0.152439024,1791,0.16080402,544.819895,502.235354,-0.078162603,0.8775,0.040549908,-0.037612695,-0.077771687,Utilities,1002.25,1593,2595.25,1409.75,12749.75,-11564.25,#N/A
WHR-US,Whirlpool Corporation,12/31/2020,12/31/2020,12/31/2020,0,180.49,11190.38,16289.38,19036,1362,2203,1726,477,0.25,0.404368576,0.31681351,3.494126285,8111.5,2719,4029.75,4085.25,5448,0.045116478,0.275862069,0.071548645,0.045807943,872,19327.75,3161,150,0.013404371,0.083612759,0.135241489,0.105958606,1186,0.148397976,1403,-0.029223093,1401,-0.027837259,20700,-0.080386473,21207,-0.102371858,21334,-0.107715384,1278,0.723787167,1345,0.637918216,1450,0.519310345,62,63,0.016129032,4.8,0.026594271,0.042723303,0.039998642,Consumer Discretionary,2719,109.25,2828.25,1822,5406.75,-4400.5,#N/A
CHGG-US,"Chegg, Inc.",12/31/2020,12/31/2020,12/31/2020,0,90.33,11621.353,11924.781,564.121,27.721,195.483,77.579,117.904,0.159617668,1.125592175,0.446700303,3.248211779,914.16725,871.48775,8.3065,139.29825,173.67125,-0.014009101,-0.045679797,0.049140167,-0.042623834,-24.045,1716.38425,526.3815,-74.027,-0.006369912,0.002324655,0.016393005,0.006505696,8.709,2.18302905,-27.067,-2.024162264,-57.059,-1.485830456,381.098,0.480251799,244.616,1.30614923,317.636,0.775998313,117.021,0.670495039,23.659,7.262521662,18.587,9.517189433,128.654401,120.668843,-0.062069839,0,0,-0.062069839,-0.006369912,#N/A,871.48775,346.3375,1217.82525,5.4635,1082.2155,130.14625,162.529
GWRE-US,"Guidewire Software, Inc.",12/31/2020,12/31/2020,12/31/2020,0,128.73,10786.525,10113.581,755.099,-30.893,90.332,71.155,19.177,-0.097387183,0.28476286,0.22430923,2.380376292,1255.378667,1074.366333,22.32333333,158.5293333,317.2183333,-0.014203274,-0.020100113,-0.040912516,-0.042904308,-32.397,2280.953,1611.782,-1.303,-0.000120799,-0.003054605,0.008931752,0.007035589,-24.831,0.244130321,13.299,-3.322956613,11.168,-3.76620702,697.001,0.083354256,528.328,0.429223891,383.083,0.971110699,124.95,-0.277054822,118.724,-0.239142886,58.335,0.548504328,83.791856,82.574406,-0.014529455,0,0,-0.014529455,-0.000120799,#N/A,1074.366333,292.9766667,1367.343,10.22733333,433.8016667,923.314,206.694
XPO-US,"XPO Logistics, Inc.",12/31/2020,12/31/2020,12/31/2020,0,119.2,10847.2,17898.2,15723,439,1041,476,565,0.065254552,0.154738016,0.070754366,2.337123746,4365.5,1453.5,1019.75,4835.25,6727.5,0.004793928,0.027549263,0.02792088,0.004579279,72,15019,2613.5,114,0.010509625,0.024527606,0.058162273,0.026594853,794,-0.447103275,579.3,-0.242188849,90.393,3.856570752,16901,-0.069700018,14863.5,0.057826219,5111.718,2.075873904,1007.8,0.032943044,745.5,0.39637827,31.357,32.19832892,91,92,0.010989011,0,0,0.010989011,0.010509625,Industrials,1453.5,20.75,1474.25,629.25,7857.5,-7012.5,#N/A
LUMN-US,"Lumen Technologies, Inc.",12/31/2020,12/31/2020,12/31/2020,0,9.75,10698.062,43162.063,21157,3618,6751,2840,3911,0.127835489,0.238534379,0.100346265,0.747544343,4163.5,1388.75,1412,26939.25,28302,0.020033807,0.09496958,0.171007232,0.060500071,1280,63892,13478,0,0,0.083823611,0.156410503,0.065798523,3934,-0.080325369,2101,0.722037125,2346,0.542199488,22609,-0.064222212,16622,0.272831188,17862,0.184469824,6767,-0.002364416,3796,0.778451001,5207,0.29652391,1097.237,1090.326,-0.006298548,1,0.102564103,0.096265554,0.102564103,Communication Services,1388.75,21,1409.75,2377,32763,-33730.25,#N/A
FFIV-US,"F5 Networks, Inc.",12/31/2020,12/31/2020,12/31/2020,0,175.94,10749.758,10312.916,2350.822,415.467,711.149,651.209,59.94,0.395615979,0.677170288,0.620094222,2.238499682,1636.83775,1071.70575,56.867,541.9125,1050.1775,0.070001766,0.147918063,0.176732649,0.130780212,307.441,4391.9035,2078.45475,47.181,0.004389029,0.040286084,0.068957121,0.063144992,518.463,-0.198656413,577.065,-0.280034312,552.899,-0.248566194,2242.447,0.048328901,2090.041,0.12477315,1919.823,0.224499342,747.841,-0.049063905,740.281,-0.039352624,684.541,0.038869841,61.099,60.367,-0.011980556,0,0,-0.011980556,0.004389029,Information Technology,1071.70575,187.26825,1258.974,37.58125,626.4595,594.93325,441.324
ALLE-US,Allegion PLC,12/31/2020,12/31/2020,12/31/2020,0,116.38,10736.1,11769.3,2712.1,551.8,508.1165791,457.3798012,50.73677786,0.668483857,0.615563122,0.554097524,3.285601793,1005.475,335.625,201.575,357.175,825.45,0.104155698,0.420414562,0.203458575,0.111242211,301.7,2896.625,717.625,532.902204,0.049636479,0.046884692,0.04317305,0.038862107,583.7,-0.054651362,459.7,0.200348053,375,0.471466667,2836.9,-0.043991681,2354.9,0.151683723,2096.2,0.293817384,464.9781779,0.092775109,369.8392893,0.373884803,194.487745,1.612589184,92.250392,93.018092,0.008321916,1.23,0.010568826,0.018890742,0.060205305,Industrials,335.625,0,335.625,23.05,1472.075,-1159.5,#N/A
FIVN-US,"Five9, Inc.",12/31/2020,12/31/2020,12/31/2020,0,174.4,11473.794,11349.763,399.286,-6.454,63.556,36.692,26.864,-0.071329104,0.70241595,0.405517119,4.412877699,582.59025,528.274,10.84925,47.015,90.482,-0.045557268,-0.148236259,-0.016163852,-0.085362372,-34.084,748.15725,229.93025,-20.029,-0.00174563,-0.000568646,0.005599765,0.003232843,7.321,-1.881573556,-6.51,-0.008602151,-27.125,-0.762064516,308.078,0.296054895,189.029,1.112300229,121.109,2.29691435,51.125,0.243149144,11.06,4.746473779,-16.393,-4.87702068,65.79011,61.055898,-0.071959326,0,0,-0.071959326,-0.00174563,#N/A,528.274,20.516,548.79,7.5915,433.05325,108.14525,60.304
WTRG-US,"Essential Utilities, Inc.",12/31/2020,12/31/2020,12/31/2020,0,47.29,11598.865,17053.871,1214.742,438.949,531.149,-171.707,702.856,0.051164097,0.061910971,-0.020014247,0.141590884,751.1095,479.12275,130.372,8437.624,8579.23875,0.020189016,0.055471928,0.361351629,0.202815907,246.369,12203.1205,4441.3275,-742.796,-0.064040404,0.025738966,0.031145363,-0.010068506,339.538,0.292783135,323.956,0.354964872,319.082,0.375662056,869.397,0.397223593,803.012,0.512732064,808.526,0.502415507,305.822,0.736791336,389.59,0.363353782,371.737,0.42883006,245.27098,215.828116,-0.120042184,0.9536,0.02016494,-0.099877244,-0.043875464,Utilities,479.12275,5.7115,484.83425,248.7055,4547.347,-4311.21825,#N/A
LKQ-US,LKQ Corporation,12/31/2020,12/31/2020,12/31/2020,0,35.24,10724.735,14803.09,11684.802,997.769,1233.503,1023.375,210.128,0.180455418,0.223090013,0.185086491,2.113300604,4334.991,438.403,860.29525,2492.879,5529.17175,0.048488992,0.116833912,0.085390322,0.051177333,597.997,12332.63425,5118.35125,88.006,0.00820589,0.067402752,0.0833274,0.069132526,958.679,0.040774858,858.563,0.162138364,713.925,0.397582379,12499.03,-0.065143295,9417.46,0.240759398,7127.845,0.639317634,1154.743,0.068205653,560.106,1.202267071,539.578,1.286051322,304.334136,306.402419,0.006796093,0,0,0.006796093,0.00820589,Consumer Discretionary,438.403,145.85,584.253,370.93525,4507.963,-4294.64525,0
GH-US,"Guardant Health, Inc.",12/31/2020,12/31/2020,12/31/2020,0,128.88,12874.75,11964.866,271.311,-180.046,-72.562,-126.428,53.866,-1.249274045,-0.503481462,-0.877238144,1.882528856,825.58525,748.53225,18.7095,85.777,144.1205,-0.166502073,-0.195496978,-0.663614818,-0.682788387,-185.248,1112.58675,947.57475,-369.164,-0.028673489,-0.015047891,-0.006064589,-0.010566604,-83.796,1.148622846,#N/A,#N/A,#N/A,#N/A,184.351,0.47170886,#N/A,#N/A,#N/A,#N/A,-43.33,0.674636511,#N/A,#N/A,#N/A,#N/A,99.897188,93.85339,-0.060500181,0,0,-0.060500181,-0.028673489,#N/A,748.53225,176.12625,924.6585,7.53125,38.677,878.45025,126.955
AAP-US,"Advance Auto Parts, Inc.",12/31/2020,12/31/2020,12/31/2020,0,157.51,10780.771,13203.045,9853.804,760.553,967.581,472.295,495.286,0.133415857,0.169732613,0.082849771,1.728549754,6275.10325,977.0525,3390.89775,3793.46625,5700.61925,0.040396891,0.130887523,0.077183695,0.048400699,476.931,11806.13125,3643.82325,157.035,0.014566212,0.057604363,0.073284685,0.035771672,672.092,0.131620373,599.186,0.269310364,891.957,-0.147321003,9701.46,0.015703203,9419.689,0.046085916,9940.682,-0.008739642,838.071,0.154533446,492.462,0.96478307,688.785,0.404764912,68.445,69.275,0.012126525,0.81,0.005142531,0.017269056,0.019708743,Consumer Discretionary,977.0525,0,977.0525,574.3995,3082.55975,-2679.90675,0
BFAM-US,"Bright Horizons Family Solutions, Inc.",12/31/2020,12/31/2020,12/31/2020,0,172.99,10424.926,11884.466,1658.63,118.728,234.523,142.676,91.847,0.085963785,0.169803961,0.103303087,1.200913955,426.36775,202.90875,168.8285,1326.50925,1381.13975,0.020570033,0.066285142,0.071581968,0.043302605,71.823,3491.63275,1083.546,-229.76,-0.022039485,0.009990184,0.019733575,0.012005251,280.474,-0.576688035,206.092,-0.423907769,174.754,-0.320599242,2019.643,-0.178750898,1699.563,-0.024084426,1424.617,0.164263799,317.916,-0.262311428,249.555,-0.060235219,195.249,0.201148277,60.263169,57.917567,-0.038922646,0,0,-0.038922646,-0.022039485,#N/A,202.90875,7.25975,210.1685,99.81575,1740.4465,-1630.09375,#N/A
LYV-US,"Live Nation Entertainment, Inc.",12/31/2020,12/31/2020,12/31/2020,0,73.48,15953.787,20436.64,4513.243,-1344.121,-520.042,-828.033,307.991,-0.449033183,-0.173731468,-0.276622636,1.50774809,4334.24375,2922.45225,959.32025,2540.8955,2993.36675,-0.129890909,-2.62043744,-0.297817113,-0.326255201,-1472.469,11336.1975,561.91725,-18.956,-0.001188182,-0.065770156,-0.025446551,-0.040517081,316.738,-5.243636697,255.817,-6.254228609,140.606,-10.55948537,11260.376,-0.599192514,9588.836,-0.529323163,7080.861,-0.362613812,718.932,-1.72335353,895.236,-1.580899338,261.226,-2.990774272,217.117403,213.715534,-0.015668339,0,0,-0.015668339,-0.001188182,Communication Services,2922.45225,41.90075,2964.353,166.91175,5559.15275,-2761.7115,#N/A
L-US,Loews Corporation,12/31/2020,12/31/2020,12/31/2020,0,45.02,12382.299,23152.299,12750,#N/A,1761,879,882,#N/A,#N/A,#N/A,#N/A,13080.5,#N/A,452,12958.75,#N/A,-0.013913588,-0.062891836,#N/A,-0.087137255,-1111,79850,17665.25,1086,0.087705845,#N/A,0.076061561,0.037965992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,14342,-0.11100265,13565,-0.060081091,13588,-0.061672064,2098,-0.160629171,2347,-0.249680443,3071,-0.426571149,275.039943,299.226127,0.087936987,0.25,0.005553088,0.093490075,0.093258933,Financials,#N/A,858,#N/A,683.25,10472,#N/A,#N/A
EQH-US,"Equitable Holdings, Inc.",12/31/2020,12/31/2020,12/31/2020,0,25.59,11380.078,7857.078,13592,#N/A,991,926,65,#N/A,#N/A,#N/A,#N/A,23840.25,#N/A,3129.75,171.75,#N/A,-0.001326375,-0.01949938,#N/A,-0.024573278,-334,251814.25,17128.75,-232,-0.020386504,#N/A,0.126128314,0.117855518,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13151,0.033533572,10993,0.236423178,#N/A,#N/A,-519,-2.909441233,1287,-0.22999223,#N/A,#N/A,444.708017,489.325547,0.100329943,0.64,0.025009769,0.125339712,0.004623266,#N/A,#N/A,2446,#N/A,0,4359.5,#N/A,#N/A
TTC-US,Toro Company,12/31/2020,12/31/2020,12/31/2020,0,94.84,10203.141,10784.839,3370.558,424.824,539.374,461.306,78.068,0.325626209,0.41342841,0.353589543,2.5835217,1326.435667,234.353,314.7013333,527.2556667,1304.637,0.121856531,0.335171899,0.126039665,0.097817928,329.701,2705.649,983.6773333,-22.198,-0.002175605,0.039390852,0.050012244,0.042773564,328.09,0.294839831,354.92,0.196957061,290.034,0.464738617,3126.994,0.077890779,2504.44,0.345833001,2379.687,0.416387113,337.371,0.598756265,360.748,0.495154512,241.133,1.236831956,107.58267,106.742082,-0.007813415,0.975,0.010280472,0.002467058,0.008104868,Industrials,234.353,25.29033333,259.6433333,122.0693333,792.6516667,-655.0776667,#N/A
CCL-US,Carnival Corporation,12/31/2020,12/31/2020,12/31/2020,0,21.66,18562.62,36728.617,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6791.666667,5470.333333,1134.666667,38783,38969.66667,#N/A,#N/A,#N/A,#N/A,#N/A,49192.66667,21544.33333,#N/A,#N/A,#N/A,#N/A,#N/A,3345,#N/A,3251,#N/A,2349,#N/A,20500,#N/A,17186,#N/A,15722,#N/A,5528,#N/A,5322,#N/A,4204,#N/A,#N/A,687,#N/A,#N/A,#N/A,#N/A,#N/A,Consumer Discretionary,5470.333333,31.33333333,5501.666667,5200.333333,15803,-15501.66667,#N/A
HST-US,"Host Hotels & Resorts, Inc.",12/31/2020,12/31/2020,12/31/2020,0,14.63,10318.539,14223.539,2687,-517,172,-378,550,#N/A,#N/A,#N/A,#N/A,#N/A,2095,#N/A,10196.75,#N/A,-0.046106798,-0.085521053,-0.19240789,-0.21883141,-588,12753,6875.5,256,0.024809714,-0.036348197,0.01209263,-0.026575664,810,-1.638271605,686,-1.753644315,576,-1.897569444,5496,-0.511098981,5380,-0.500557621,5373,-0.499906942,1273,-0.864886096,1250,-0.8624,1179,-0.854113656,705.3,718.5,0.01871544,0.4,0.02734108,0.04605652,0.052150794,Real Estate,2095,205.25,2300.25,6,5420,-3125.75,#N/A
UHS-US,"Universal Health Services, Inc. Class B",12/31/2020,12/31/2020,12/31/2020,0,137.5,11684.96,14600.85,11368.209,1285.374,2607.316,1898.289,709.027,0.211700642,0.42942402,0.312647525,1.872339988,2252.05525,439.18475,1177.64125,5436.42925,6071.6585,0.072527727,0.155581508,0.113067415,0.077217088,877.82,12103.23325,5642.18725,370.78,0.031731388,0.08803419,0.178572891,0.130012225,1186.788,0.083069596,1247.803,0.030109721,1232.065,0.043268009,11236.508,0.011720812,10240.241,0.110150533,8833.593,0.286929226,1414.715,0.842997353,1066.634,1.444433611,1142.821,1.281473652,84.981533,87.582269,0.030603543,0.4,0.002909091,0.033512634,0.034640479,Health Care,439.18475,177.525,616.70975,140.4305,3926.264,-3449.98475,#N/A
CBOE-US,Cboe Global Markets Inc,12/31/2020,12/31/2020,12/31/2020,0,93.12,10086.006,10959.506,3181.5,671.7,655.2,609.8,45.4,#N/A,#N/A,#N/A,#N/A,#N/A,261.55,#N/A,169.3,#N/A,0.085307753,0.140187267,0.211126827,0.14647179,466,5462.575,3324.125,344.7,0.034176065,0.061289259,0.059783717,0.055641194,642.1,0.046098739,414.802,0.619326811,330.995,1.029335791,2646.3,0.202244643,1771.641,0.795792714,645.086,3.931900553,621.7,0.05388451,232.803,1.814396722,272.728,1.402393594,108.311921,111.255022,0.027172457,1.5,0.016108247,0.043280704,0.050284313,Financials,261.55,80.75,342.3,27.75,980.325,-665.775,#N/A
OLED-US,Universal Display Corporation,12/31/2020,12/31/2020,12/31/2020,0,229.8,10948.423,10281.856,389.053,126.236,131.993,108.013,23.98,0.471474497,0.492976118,0.403414041,1.453060676,830.20575,650.63825,10.884,99.06375,267.74725,0.090399835,0.124459372,0.324469931,0.27012258,105.092,1162.52425,844.388,-1.1,-0.000100471,0.01227755,0.012837468,0.010505205,139.127,-0.09265635,123.126,0.025258678,22.727,4.554450653,373.591,0.041387507,294.339,0.321785424,184.907,1.104046899,164.586,-0.198030209,111.265,0.186293983,109.114,0.209679784,47.643267,47.482085,-0.003383101,0.55,0.002393386,-0.000989716,0.002292914,Information Technology,650.63825,5,655.63825,1.05,6.475,648.11325,81.535
BILL-US,"Bill.com Holdings, Inc.",12/31/2020,12/31/2020,12/31/2020,0,136.5,11059.913,10417.309,168.629,-41.695,-9.296,-25.419,16.123,-0.026275015,-0.005858077,-0.016018338,0.106265247,2108.651,540.84825,5.63475,24.70075,1586.86875,-0.017859883,-0.069317079,-0.247258775,-0.227398609,-38.346,2147.0465,553.197,-559.028,-0.050545425,-0.004002473,-0.000892361,-0.002440074,-14.865,1.804910864,#N/A,#N/A,#N/A,#N/A,121.107,0.392396806,#N/A,#N/A,#N/A,#N/A,-5.099,0.823102569,#N/A,#N/A,#N/A,#N/A,81.025,72.267,-0.108090096,0,0,-0.108090096,-0.050545425,#N/A,540.84825,0,540.84825,2.34625,13.2335,525.2685,59.676
RUN-US,Sunrun Inc.,12/31/2020,12/31/2020,12/31/2020,0,69.38,8849.558,12240.991,845.722,-257.103,-265.138,-1111.746,846.608,-0.051822173,-0.053441723,-0.224085651,0.170465344,681.40625,366.15775,158.7115,4804.71775,4961.25475,0.00137596,0.008966415,-0.304004153,0.009963085,8.426,6123.7245,939.729,-30.187,-0.003411131,-0.021003447,-0.021659848,-0.090821568,-173.967,0.477883737,-179.34,0.433606557,#N/A,#N/A,854.761,-0.010574886,503.84,0.678552715,#N/A,#N/A,-24.813,9.685447145,-62.515,3.241190114,#N/A,#N/A,127.552,117.924,-0.07548294,0,0,-0.07548294,-0.003411131,Industrials,366.15775,16.487,382.64475,114.21275,2686.54325,-2418.11125,19.321
RGEN-US,Repligen Corporation,12/31/2020,12/31/2020,12/31/2020,0,191.63,10081.022,9799.5,327.086,59.298,60.205,38.442,21.763,0.319439319,0.324325343,0.207087698,1.762017761,669.27275,547.40975,12.4965,76.265,185.6315,0.030625219,0.040264347,0.18129177,0.13400757,43.832,1431.23875,1088.60575,-7.197,-0.000713916,0.006051125,0.006143681,0.003922853,42.629,0.391024889,23.256,1.549793602,16.45554,2.603528052,252.713,0.294298275,125.224,1.612007283,78.480543,3.167733651,55.704,0.080802097,4.187,13.37903033,13.45443,3.474734344,52.6067,52.052581,-0.01053324,0,0,-0.01053324,-0.000713916,Health Care,547.40975,0,547.40975,3.9335,263.506,279.97025,18.632
PWR-US,"Quanta Services, Inc.",12/31/2020,12/31/2020,12/31/2020,0,72.02,9999.498,11269.738,11403.287,607.546,1466.685,1245.09,221.595,0.166059241,0.400885856,0.340317771,3.116835902,3727.83725,324.9165,1420.696,1676.38525,3658.61,0.047754982,0.09899666,0.053278147,0.034524168,393.689,8243.93575,3976.79075,200,0.020001004,0.053909505,0.130143664,0.110480829,610.373,-0.004631594,451.144,0.346678666,362.121,0.677743075,12111.571,-0.058479945,9090.817,0.254374277,7761.616,0.469189792,36.925,38.72064997,359.081,3.084551953,667.951,1.195797297,138.843346,142.310105,0.024968852,0.2,0.002777006,0.027745859,0.02277801,Industrials,324.9165,0.918,325.8345,147.93425,1543.53375,-1365.6335,#N/A
